文字起こし結果

ファイル名: 20251015103137_20251016_101005.mp3
会議日時: 2025/10/16 10:09
処理日時: 2025-10-16T10:11:37.629507

========================================

[00:00:00] 担当者: え、ちょっと資料と用意してないんですけど、あの
[00:00:02] 担当者: えっと、薄緑環境じゃなかった。えっと、新AWSサーバーなんですけど、HTTPからHTTPSに変換されるんですよ。
[00:00:12] 担当者: はい。なんで、ちょっとそれが終わったらちょっと関係者にちょっと周知しようかと思ってますので、ちょっとよろしくお願いします。
[00:00:17] 担当者: ますというところですね。はい。それが1点と、で、あと、あの、なんだっけ？
[00:00:23] 担当者: サポートに質問一応投げとけました。あの、例の件。
[00:00:26] 担当者: はい。えっとですね。
[00:00:29] 担当者: えっと、なんだっけ？一応バックログに貼っといたんですけど
[00:00:36] 担当者: あとですね、ちょっと言っとかなきゃいけないことがあって、あの、パスの件あったじゃないですか。パスというかエラーが出る件。
[00:00:41] 辻: ああ、はい、長すぎるとっていうやつですね。
[00:00:44] 担当者: あ、そうそうそうそう。で、それあの、追加でそのパス長すぎんだけど、みたいな話をちょっと投げてる気満々でいたんだけど、でも送信ボタンを押し忘れしたらしくて、ちょっと昨日、昨日急遽押しましたっていう感じです。一応こういう形で投げときますと、あの、例の件は。
[00:01:02] 担当者: 一応3環境やります。で、運用しようと思ってます。IDかぶってんだけど、なんかいい方があるっていう話と。
[00:01:08] 担当者: あと標準的な運用方法、なんかあれば教えてくれと。
[00:01:11] 辻: はい、そうですね。
[00:01:14] 担当者: あんまり期待せずにくるかなと。うーん、というちょっと質問投げてんですけど。
[00:01:20] 担当者: ていう状況でございます。はい。
[00:01:22] 辻: はい。
[00:01:22] 担当者: で、あとはちょっとテスト設計はちょっとサボってた部分があったので、今一生懸命あの、また着手し始めました。あのドクターサ村関係のやつをやってるので、ま、ちょっとそこをでやってますと。作ってます。で、ドクターサ村のやつがですね、結構
[00:01:39] 担当者: あの、これ見えますかね。元々この作りがすごい複雑なんですよ。
[00:01:44] 辻: ああ。
[00:01:45] 辻: はい。
[00:01:45] 担当者: これね。で、何々が終わったらこう、で、一応それを加味した形でフローを作ってるんですけど、
[00:01:52] 担当者: あの、ちょっと俺がやらかしてねえかってのがちょっと非常に不安ではあるんですけど、一応これ作ってますって感じで、もしかしたら辻さんちょっとこれすいません、確認してって、みたいな話が来るかもしれないんでよろしく。
[00:02:05] 担当者: あの、お願いします。って感じ。
[00:02:06] 担当者: はい。あの、めんどくさそうなやつちょっと全部辻さんにお願いする気満々ではないんですけど、あの、ちょっと泣きが、泣きが入るかもしれないです。っていう感じでございます。はい。
[00:02:16] 担当者: そんな感じかな。ちょっと僕から以上でございますね。はい。
[00:02:19] 辻: はい。
[00:02:20] 担当者: 辻さんの方から何かありますかね？
[00:02:21] 辻: そうですね。ちょっと昨日からあの、本番環境の方での確認をちょっとスタート、ちょっとしてみてたんですけど、あの、
[00:02:29] 担当者: そうだそうだそうだ。
[00:02:30] 辻: そうですね、あの、トリマスのコピーのところから、ま、ちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは、
[00:02:38] 担当者: これですね。はい。
[00:02:39] 辻: はい、あの、今日あのエラーをポンポンと発生させて、ま、メールが届いてるかと思うんですけど、ここって、えっと、件名のところデブがついてるのはもうOKっていうのがなんかどっかでやり取りが、
[00:02:51] 担当者: もういいです。もう、もういいです。あの、あの、いいです。いいです。あの、取っ払おうかと思ったんですけど、もうちょっとあの、今更取っ払うと大惨事なんで、あの、
[00:03:00] 担当者: まあ、いいか。
[00:03:00] 辻: はい。そうですね。いろんなところにありそうですね。
[00:03:03] 担当者: はい。ま、最悪、あの、全部一通りテストだったら、あの、ソチカンっていうですね、危険な手を使おうかっていうあも、あります。あの、ちょ、ちょ、今更言えねえなっていう感じでございます。
[00:03:14] 辻: はい、わかりました。はい。保存のところはOKとして、ま、もうまもなく、えっと、とりあえずは終わりそうなので、えっと、続けて、ま、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところから行こうかなと。
[00:03:20] 担当者: はい。
[00:03:28] 担当者: そうですね。はい。
[00:03:29] 辻: わかりました。
[00:03:30] 担当者: あ、で、そうそう。これ聞こうと思ったんですけど、あの、簡単にあの、取りまつの値がちゃんと変わってるよねっていうのも見といてくださいっていう話をちょっとテスト設計に書いたんですけど、あの、簡単でいいんでちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前、住所
[00:03:45] 担当者: え、あとあれかな、代表者名とかがちゃんと変わってればOKなんで、はい。
[00:03:49] 担当者: ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 辻: はい、承知しました。
[00:03:53] 担当者: ま、ほんとそのレベルでいいです。あの、これガッツリやる必要全くないです。あの、
[00:03:58] 担当者: 大丈夫です。そんのりで大丈夫です。そうそう。言おうと思って忘れちゃいました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:05] 担当者: そうなんすよ。ちょっとね。ちょっと先サボってます。申し訳ないです。はい。
[00:04:11] 担当者: はい。
[00:04:12] 辻: はい。
[00:04:12] 担当者: じゃあとりあえずは
[00:04:15] 担当者: あれっすからね、粛々とやっていただくかたちで、じゃ、俺も粛々とこう、あの、テスト設計粛々とやるしかないんで。
[00:04:22] 担当者: 感じでやってます。
[00:04:23] 辻: うん。今んとこ、えっと、別途作業っていうのは発生してないんで、はい。
[00:04:28] 担当者: そうですね。はい。
[00:04:30] 担当者: そうすね。
[00:04:33] 担当者: で、ち、ちょ、ちょっと、ま、ま、並行してその運用設計どうするか、って話も考えなきゃいけないんですけど。
[00:04:40] 担当者: うーん、ちょ、ちょ、ちょっとね、やっぱなん、なんだろうな。ま、ちょ、ちょっと、なんつうんだろう。JMSSEに慣れすぎたってのがちょっと正直あるんですけど、
[00:04:48] 担当者: ちょっとJMSSEとジョブセンターのその、なんつうんだろうな、仕様がこう
[00:04:54] 担当者: なんだろう。
[00:04:56] 担当者: いけてない、いけてないじゃないか、なんつうんだろうな、こう
[00:05:00] 担当者: 痒いところに、痒いとこってか、あの、JMSSEの融通が効いてたところを
[00:05:06] 辻: うーん。
