文字起こし結果

ファイル名: 20251015103137_20251016_123514.mp3
会議日時: 2025/10/15 10:30
処理日時: 2025-10-16T12:36:52.635510

========================================

[00:00:00] 話者A: ちょっと資料用意してないんですけど、あの、えっと、薄緑環境じゃなかった、えっと、新AWSサーバーなんですけど、HTTPからHTTPSにへんこうされるんですよ。なんで、ちょっとそれが終わったらちょっと関係者にちょっと周知しようかと思ってますので、ちょっとよろしくお願いします、っていうとこですね。はい。それは1点と。で、あとはあの、なんだっけ。サポートに質問一応投げとけました、あの例の件。
[00:00:26] 佐鳥: はい。
[00:00:27] 話者A: えっとですね。
[00:00:29] 話者A: えっと、なんだっけ。一応バックログに貼っといたんですけど。
[00:00:36] 話者A: あとですね、ちょっと言っとかなきゃいけないことがあって、あのパスの件あったじゃないですか。パスというかエラーが出る件。
[00:00:41] 佐鳥: ああ、はい。長すぎるというやつですね。
[00:00:44] 話者A: あ、そうそう、そうそう。で、それあの、追加でそのパス長すぎんだけど、みたいな話をちょっと投げてた気満々でいたんだけど、でも送信ボタンを押し忘れてたらしくて。ちょっと昨日、昨日急遽押しましたっていう感じです。一応こういう形で投げときます、あの例の件は。
[00:01:02] 話者A: 一応3環境やります、で運用しようと思ってます、IDかぶってんだけど、なんかいい方がある、っていう話と、あと標準的な運用方法なんかあれば教えてくれと。
[00:01:11] 佐鳥: はい、そうですね。
[00:01:13] 話者A: あんま、あんまり期待せずにくるかなと。うーん、というちょっと質問投げてるところなんですけど。という状況でございます。はい。
[00:01:22] 佐鳥: はい。
[00:01:23] 話者A: で、あとはちょっとテスト設計はちょっとサボってた部分があったので、今一生懸命あの、また着手し始めました。あのDr.Sum関係のやつをやってるので、まあちょっとそこをでやってますと、作ってます。で、Dr.Sumのやつがですね、結構あの、これ見えますかね？元々のこの作りがすごい複雑なんですよ。
[00:01:44] 佐鳥: ああ。はい。
[00:01:45] 話者A: これね。で、何々が終わったらこうで、一応それを鑑みた形でフローを作ってるんですけど。あの、ちょっと俺がやらかしてねえかっていうのはちょっと非常に不安ではあるんですけど、一応これ作ってますって感じで、もしかしたら佐鳥さん、ちょっとこれすいません、確認してってお願いするかもしれないんで、よろしくお願いします。あの、お願いします、って感じです。
[00:02:06] 佐鳥: はい。
[00:02:07] 話者A: あの、めんどくさそうなやつはちょっと全部佐鳥さんにお願いする気満々ではないんですけど、あの、ちょっと泣きが入るかもしれないです、という感じでございます。はい。そんな感じかな。ちょっと僕からは以上でございますね。はい。
[00:02:19] 佐鳥: はい。
[00:02:20] 話者A: 佐鳥の方から何かありますかね？
[00:02:21] 佐鳥: あ、そうですね。ちょっと昨日からあの、本番環境の方での確認はちょっとスタートちょっとしてみたんですけど、あの。
[00:02:29] 話者A: そうそう、そうそう。
[00:02:30] 佐鳥: そうですね。あの、取り回すのコピーのところから、まあちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは。
[00:02:38] 話者A: これっすね。はい。
[00:02:39] 佐鳥: はい。あの、今日あのエラーをポンポンと発生させて、まあメールが届いてるかと 思うんですけど。ここって、えっと、件名のところDEVがついてるのはもうOKっていうのがなんかどっかでやり取りがあったので。
[00:02:51] 話者A: もういいです、いいです。
[00:02:51] 佐鳥: 大丈夫ですか？
[00:02:52] 話者A: もう、もういいです。あの、あの、いいです、いいです。あの、取っ払おうかと思ったんですけど、もうちょっとあの、今更取っ払うと大惨事なんで、あの。
[00:02:59] 話者A: そうそう、そうそう。
[00:03:01] 佐鳥: いろんなところにありそうですね。
