文字起こし結果

ファイル名: 20251015103137_20251016_095153.mp3
会議日時: 2025/10/16 09:51
処理日時: 2025-10-16T09:53:44.667064

========================================

[00:00:00] 話者1: ちょっと資料を用意してないんですけど、あの、えっと、薄緑環境じゃなかった、えっと、新AWSサーバーなんですけど、HTTPからHTTPSに変換されるんですよ。なんで、ちょっとそれが終わったらちょっと関係者にちょっと周知しようかと思ってますので、ちょっとよろしくお願いし ます、というところですね。はい。それ、それは1点と、で、あとあの、なんだっけ？サポートに質問を一応投げときました。あの、例の件。
[00:00:26] 話者2: はい。
[00:00:27] 話者1: えっとですね。えっと、なんだっけ？一応バックログに貼っといたんですけど、あとですね、ちょっと言っとかなきゃいけないことがあって、あの、パスの件あったじゃないですか。パスというか、エラーが出る件。
[00:00:41] 話者2: あー、はい、長すぎる途っていうやつですね。
[00:00:44] 話者1: あ、そうそうそうそう。で、それあの、追加でそのパス長すぎんだけどみたいな話をちょっと投げてる気満々でいたんだけど、でも送信ボタンを押し忘れしたらしくて、ちょっと昨日、昨日急遽押しましたっていう感じです。一応こういう形で投げときました。あの、例の件は。一応三環境やります。で、運用しようと思ってます。IDかぶってんだけど、なんかいい方あるって話と、あと標準的な運用方法をなんかあれば教えてくれと。
[00:01:11] 話者2: はい、そうですね。
[00:01:14] 話者1: あんまり、あんまり期待せずに来るかなと。うーん、というちょっと質問投げてるんですけど、という状況でございます。
[00:01:21] 話者2: はい。
[00:01:22] 話者1: はい。で、あとはちょっとテスト設計がちょっとサボってた部分があったので、今一生懸命あの、また着手始めました。あのドクターサブロー関係のやつもやってるので、ま、ちょっとそこ でやってますと、作ってます。で、ドクターサブローのやつがですね、結構 あの、これ見えますかね？元々のこの作りがすごい複雑なんですよ。
[00:01:44] 話者2: あー。はい。
[00:01:46] 話者1: これね。で、何々が終わったらこうで、一応それを鑑みた形でフローを作ってるんですけど、あの、ちょっと俺がやらかしてねえかってのはちょっと非常に不安ではあるんですけど、一応これ作ってますので、もしかしたら辻さんちょっとこれすみません確認してってお願いするかもしれないんで、よろしく。あの、お願いしますって感じ。あの、めんどくさそうなやつはちょっと全部辻さんにお願いする気満々ではないんですけど、あの、ちょっと泣き、泣きが入るかもしれないですと。いう感じでございます。はい。そんな感じかな。ちょっと僕から以上でございますね。はい。
[00:02:19] 話者2: はい。
[00:02:20] 話者1: ええ、辻さんの方から何かありますかね。
[00:02:21] 話者2: あ、そうですね。
[00:02:22] 話者1: そうそうそうそう。
[00:02:22] 話者2: はい。そうですね。ちょっと昨日からあの、本番環境の方での確認をちょっとスタート、ちょっとしてみてたんですけど、
[00:02:29] 話者1: あの、そうそうそうそう。
[00:02:31] 話者2: そうですね。あのトリマスのコピーのところから、ま、ちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは。
[00:02:38] 話者1: これですね。はい。
[00:02:39] 話者2: はい、あの、今日あのエラーをポンポンと発生させて、ま、メー、メールが届いてるかと思うんですけど、ここって、えっと、件名のところ、デブがついてるのはもうOKっていうのがなんかどっかでやり取りが、もういいです。
[00:02:51] 話者1: 大丈夫です。
[00:02:52] 話者2: 大丈夫です。
[00:02:52] 話者1: もう、もういいです。あの、あの、いいです、いいです。あの、取っ払おうかと思ったんですけど、もうちょっとあの、今更取っ払うと大惨事なんで、あの、やばいっす。
[00:03:01] 話者2: そうですね。色んなところにありそうですね。
[00:03:03] 話者1: そうそうそう。はい。もう最悪、あの、全部一通りテストだったら、あの、疎通感っていうですね、貴重な手を使おうかと。いう、ああ、もうあります。あの、ちょ、ちょっと今更言えねえなっていう感じでございます。
[00:03:14] 話者2: はい、分かりました。あ、いいです。
[00:03:15] 話者1: いいです。
[00:03:15] 話者2: じゃあ、そこ、そこんとこはOKとして、ま、もうまもなく、えっと、とりあえずは終わりそうなので、えっと、続けて、ま、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところからいこうかなと。
[00:03:28] 話者1: そうですね。はい。
[00:03:29] 話者2: はい。
[00:03:29] 話者1: 分かりました。あ、で、そうそう、これ聞こうと思ったんですけど、あの、簡単にあのトリマスの値がちゃんと変わってるよねってのも見といてくださいっていう話をちょっとテスト設計に書いてたんですけど、あの、簡単でいいんで、ちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前、住所 え、あとあれかな、代表者名とかがちゃんと変わってればOKなので、はい。ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:38] 話者2: はい。
[00:03:52] 話者2: はい、承知しました。
[00:03:53] 話者1: あ、もうほんと、そのレベルでいいです。あの、これ、がっつりやる必要全くないです。あの、大丈夫です。あ、その、その認識で大丈夫です。そうそう、言おうと思って忘れてました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。そうなんですよ。ちょっとね、ちょっと最近サボってます。申し訳ないです。はい。
[00:04:02] 話者2: はい。
[00:04:11] 話者1: はい。
[00:04:12] 話者2: ふん。
[00:04:12] 話者1: じゃあとりあえずはあれすからね、粛々とやっていただく形で、ちょ、俺も粛々とこう、あの、テスト設計、粛々とやるしかないんで。感じでやってます。
[00:04:22] 話者2: はい。うん。今のところ、運用ベッド作業っていうのは発生してないんで、はい。
[00:04:28] 話者1: そうですね。はい。
[00:04:29] 話者2: はい。
[00:04:30] 話者1: すいません。
[00:04:30] 話者2: あ、すいません。
[00:04:31] 話者1: そうすね。で、ちょっと、ま、並行してその運用設計どうするかという話もちょっと考えなきゃいけないんですけど。うん、ちょ、ちょっとね、やっぱ、なんか、なんだろうな、ちょ、ちょ、ま、ちょっと、なんつうんだろう、JMSESに慣れすぎたっていうのもちょっと正直あるんですけど。ちょっとJMSESとジョブセンターのその、なんつうんだろうな、仕様がこう、なんだろう、いけてない、いけてないんじゃない、なんだろう、こう、痒いところに、痒いとこってか、あの、JMSESの融通が効いてたところを、あの、ジョブセンター全く、なん、切り捨てた感が俺の中に印象あるんですよ。
[00:04:39] 話者2: あー。うん。はい。
[00:04:48] 話者2: はい。
[00:05:06] 話者2: うーん。
[00:05:12] 話者2: あー。はい。
[00:05:15] 話者1: そうですね。ちょ、そこら辺がちょっと、うーん、いや、やっぱ、なんだろうな、ちょっとやりづらいっていうのはちょっとあるかなと思うんすよね。で、あと、ま、まあ、ま、大体繰り返し言ってるんですけど、ま、ちょっと辻さんに言ったかどうか分かんないんですけど、ジョブセンター、これでどうすんのかなっていうあの、1月以降ですね、あの、ま、僕ら、僕らってか、あの、いじってる人たちは、ま、ま、しょうがねえなと思ってやってはいるんですけど、あの、ちょっと、なーって、こう、あの、ちょっと悩ましいなと思ってます。あの、悩ましいなと思ってます。悩ましいしか言えねえっす。
[00:05:22] 話者2: はい。
[00:05:29] 話者2: はい。
[00:05:32] 話者2: はい。
[00:05:35] 話者2: あー。
[00:05:41] 話者2: はい。
[00:05:48] 話者2: はい。
[00:05:55] 話者1: で、あとあれだな、辻さん、ちょっとあれだ、相談したかったことが、相談ってわけじゃないんですけど、あの、なんだろうな、ま、いいか。この心のリトルなんで、ちょっとやっぱ、ちょっとシクってるんですよね、やっぱ俺。まあ、悩ましいよな、ま、いいんだろうけどな、既存の、やっぱ、こ、なんだろうな、こう、こういう風にやっぱり、なんだろう、ジョブセンター継承しちゃって。この貫通名とかにしてると、この処理が何してるかってよくわかんないんだよね。
[00:06:01] 話者2: はい。
[00:06:05] 話者2: うん。
[00:06:09] 話者2: はい。
[00:06:24] 話者2: あー。あー。
[00:06:26] 話者1: そうなんですよ。ちょ、ちょっとなんで、ちょっ、いやらしいなってちょっとあるんですけど、まあいっか。もういっか。やぶらしだろうな。
[00:06:32] 話者2: はい。
[00:06:32] 話者1: どちらかというと、こっちの方が分かりやすいんですよ。何がって。で、こっちにしちゃうと、うん、あ、これもう分かりやすいんだけど、これなんだって。
[00:06:38] 話者2: うん。
[00:06:39] 話者1: 調べなきゃいけないっていう、ちょっとめんどくささがあったんだけど、まあいっか。もういっか。
[00:06:44] 話者2: パッと見分かんないですね。
[00:06:46] 話者1: 分かんないです。ちょ、シクったな。もうテオくれ。テオ、もうやってみてわかるっていう。
[00:06:50] 話者2: はい。
[00:06:52] 話者1: ま、ここもちょっとあれだな、超心にゆとりがあったらちょっと、あの、直すかあったらしんだけど、今は超、超心にゆとりが全くないの。
[00:06:56] 話者2: あー。
[00:07:02] 話者2: すね。
[00:07:11] 話者1: はい。一応、あとこれか。ちょっと共有しとくと。こういう形で、あの、えっと、その、何の処理でエラーが出たかってたまに書いてる処理があったりするんですけど。これちょっとご認識の通り、同じ名前にするとこれ登録できないんで。区別用にやった感じですね。これ感じて。
[00:07:27] 話者2: あー、はいはいはいはい。
[00:07:28] 話者1: そうなんすよ。なので、ちょっとそういうのがちょっと両手でやるのと、ま、それもちょっとな、ま、ま、なんだろうな、なんかあれすよね、ヘルパーで、ヘルパー、Excelのヘルパーでなんか管理してるとこやると、やっぱボックス単位で1位になった方が分かりやすいんですよね、これね。何の処理のあれだろうってのがあったりするんで、ま、そうもちょっと悩ましいなと思いながら。
[00:07:44] 話者2: うん。
[00:07:51] 話者1: ではいるんですけど。ま、多分この異常メールとか、メール送信っていうのが多分腐るほどあるんで、多分辻さんが苦労してるところだとだと思うんですけど。
[00:07:59] 話者2: はいはい。はい。
[00:08:00] 話者1: ま、ちょっとしょうがねえ。あとこれも、あ、そっかそっか、言っとくとこれね、名前の長さもあったりするんすよ。
[00:08:05] 話者2: あ、そうなんすか。
[00:08:05] 話者1: そうなんすよ。で、かつ、そうなんすよ。で、かつ、なんかね、あの、複合技っていうか、あの、心の名前の長、長さ以外に、なんか処理として登録する時の名前の長さが上限があるらしくて、ちょっとよくわかんないですけどね。だから、へたに長いのにやると、長くて、こう掘り、なんか深い処理。要はどんどん掘ってく処理とかにしとくと、あの、長すぎるっつって怒られるんすよ。
[00:08:18] 話者2: あー。うん。うん。なるほど。
[00:08:32] 話者1: そうなんすよ。そういう仕様も入ってるっていう、こう、ちょ、ちょっとな、いやらしいんすよね。だから内部的に多分持ってんだと思うんですけど、その、その、多分上から多分足してくんですよね。この、どんどんピッピピッピって。足した時に多分、桁数を超えるんで、あの、キャパオーバーですみたいな感じなんだと思うんですけど。ま、そういうのもちょっと前ちょっと課題として上がってて、多分、この、なんだっけ？バックログの方にも書いた記憶はあるんですけどね。
[00:08:52] 話者2: はい。
[00:09:01] 話者2: なるほど。
[00:09:02] 話者1: ま、そういう状況でございます。ま、ちょっと、あの、余談でしたっていう感じですね。はい。
[00:09:06] 話者2: はい。
[00:09:07] 話者1: 終わりました。じゃ、ちょっと申し訳ないですけど、辻さん、とりあえずは粛々とテストをよろしくお願いいたしますと。で、俺も粛々とあのテスト設計頑張りますって感じなので。
[00:09:13] 話者2: はい。はい。
[00:09:17] 話者1: はい。はい。じゃ、ちょっと早いすけど、以上で終わろうかと思いますので、はい、じゃ、すいません、引き続きよろしくお願いいたします。じゃ、お疲れ様でした。
[00:09:25] 話者2: ありがとうございました。
[00:09:27] 話者1: ありがとうございます。失礼します。
[00:09:28] 話者2: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 09:53:44
