文字起こし結果

ファイル名: 20251015103137_20251016_090247.mp3
会議日時: 2025/10/16 09:02
処理日時: 2025-10-16T09:03:49.668494

========================================

[00:00:00] 話者A: え、ちょっと資料を共有してないんですけど、あの、えっと、薄緑環境じゃなかった、えっと、新AWSサーバーなんですけど、HTTPからHTTPSに、変更されるんですよ。なんで、ちょっとそれが終わったら、ちょっと関係者にちょっと周知しようかと思ってますので、ちょっとよろしくお願いし ます、というところですね。はい。それが1点と、で、あとは、あの、なんだっけ？サポートに質問を一応投げときました。あの、例の件。
[00:00:27] 話者A: えっとですね。
[00:00:29] 話者A: えっと。
[00:00:30] 話者A: か。なんだっけ？一応バックログに、えっと、貼っといたんですけど。
[00:00:36] 話者A: あとですね、ちょっと言っとかなきゃいけないことがあって、あの、パスの件あったじゃないですか。パスってかエラーが出る件。
[00:00:41] 辻: ああ、はい、長すぎる、と、っていうやつですね。
[00:00:44] 話者A: あ、そうそうそうそう。で、それ、あの、追加でそのパス長すぎんだけど、みたいな話を、ちょっと投げる気まんまんで言ったんだけど、どうも送信ボタンを押し忘れてたらしくて。ちょっと昨日、昨日急遽押しましたっていう感じです。一応こういう形で投げときました。あの、例の件は。
[00:01:02] 話者A: 一応三環境やります。で、運用しようと思ってます。ID被ってんだけど、なんかいい方法あるって話と。あと標準的な運用方法、なんかあれば教えてくれと。
[00:01:11] 辻: はい。そうですね。
[00:01:14] 話者A: あんまり、あんまり期待せずにくるかなと。うーん、というちょっと質問投げてるんですけど。
[00:01:20] 話者A: っていう状況でございます。はい。
[00:01:21] 辻: はい。
[00:01:22] 話者A: で、あとは、ちょっとテスト設計をちょっとサボってた部分があったので、今一生懸命、あの、また着手始めました。あの、ドクターサムラ関係のやつをやってるのので、ま、ちょっとそこ でやってますと、作ってます。で、ドクターサムラのやつがですね、結構。
[00:01:39] 話者A: あの、これ見えますかね？元々のこの作りがすごい複雑なんですよ。
[00:01:44] 辻: ああ、はい。
[00:01:45] 話者A: これね。で、何々が終わったらこう。で、一応それを加味した形で、フロー作ってるんですけど。
[00:01:52] 話者A: あの、ちょっと俺がやらかしてねえかってのがちょっと非常に不安ではあるんですけど、一応これ作って回すって形で、もしかしたら辻さんちょっとこれ、すみません、確認してって言うかもしれないんで、よろしくしょ。
[00:02:04] 話者A: あの、お願いします、って感じ。
[00:02:06] 辻: はい。
[00:02:07] 話者A: あの、面倒くさそうなやつちょっと全部辻さんにお願いする気まんまんではないんですけど、あの、ちょっと泣き、泣きが入るかもしれないです。っていう感じでございます。はい。
[00:02:15] 辻: はい。
[00:02:16] 話者A: そんな感じかな。ちょっと僕から以上でございますね。はい。
[00:02:19] 辻: はい。
[00:02:20] 話者A: 辻さんの方から何かありますかね？
[00:02:21] 辻: そうですね。ちょっと昨日からあの、本番環境の方での確認をちょっとスタート、ちょっとしてみてたんですけど。あの。
[00:02:30] 話者A: そうそうそうそう。
[00:02:31] 辻: そうですね。あの、トリマスのコピーのところから、ま、ちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは。
[00:02:38] 話者A: これっすね。はい。
