文字起こし結果

ファイル名: 20251015103137_20251016_110521.mp3
会議日時: 2025/10/16 11:05
処理日時: 2025-10-16T11:06:37.346132

========================================

[00:00:00] 担当者: ちょっと資料を投影してないんですけど、あの、えっと、薄緑環境じゃなかった、えっと、新AWSサーバーなんですけど、HTTPからHTTPSに、変更されるんですよ。
[00:00:12] 担当者: なんで、ちょっとそれが終わったらちょっと関係者に周知しようかと思ってますので、ちょっとよろしくお願いし ます、というところですね。はい。
[00:00:19] 担当者: ま、それが一点と、で、あと、あの、なんだっけ？
[00:00:23] 担当者: サポートに質問一応投げとけました。あの、例の件。
[00:00:26] 担当者: えっとですね。
[00:00:29] 担当者: えっと、なんだっけ？一応バックログに、えっと、貼っといたんですけど。
[00:00:36] 担当者: あとですね、ちょっと言っとかなきゃいけないことがあって、あの、パスの件あったじゃないですか。パスっていうか、エラーが出る件。
[00:00:41] 辻: ああ、はい。長すぎるとっていうやつですね。
[00:00:44] 担当者: あ、そうそうそうそう。で、それ、あの、追加でそのパス長すぎんだけど、みたいな話を、ちょっと投げる気満々でいたんだけど、でも送信ボタンを押し忘れちらしくて。
[00:00:55] 担当者: ちょっと昨日、昨日急遽押しましたっていう感じです。一応こういう形で投げときました。あの、例の件は。
[00:01:02] 担当者: 一応3環境やります、で、運用しようと思ってます。IDかぶってんだけど、なんかいい方あるって話と。
[00:01:08] 担当者: あと標準的な運用方法をなんかあれば教えてくれと。
[00:01:11] 辻: はい、そうですね。
[00:01:13] 担当者: あまり、あまり期待せずに降るかなと。
[00:01:17] 担当者: うーん、というちょっと質問投げてんですけど、っていう状況でございます。
[00:01:21] 担当者: はい。
[00:01:22] 辻: はい。
[00:01:22] 担当者: で、あとは、ちょっとテスト設計がちょっとサボってた部分があったので、今一生懸命、あの、また着手始めました。あのドクターサムラ関係のやつをやってるので、ま、ちょっとそこ でやってますと。作ってますと。
[00:01:36] 担当者: で、ドクターサムラやつがですね、結構、あの、これ見えますかね？元々のこの作りがすごい複雑なんですよ。
[00:01:44] 辻: ああ。はい。
[00:01:45] 担当者: これね。で、何々が終わったらこうで、一応それを鑑みた形でフローを作ってるんですけど。
[00:01:52] 担当者: あの、ちょっと俺がやらかしてねえかっていうのがちょっと非常に不安ではあるんですけど、一応これ作ってますという感じで、もしかしたら辻さんちょっとこれすいません、確認してって頼むかもしれないんで、よろしくしょ。
