文字起こし結果

ファイル名: 20251015103137_20251016_110026.mp3
会議日時: 2025/10/16 11:00
処理日時: 2025-10-16T11:01:50.765190

========================================

[00:00:00] 報告者: ね、ちょっと資料を飛び寄せてないんですけど、あの、
[00:00:02] 報告者: えっと、薄緑環境じゃなかった、えっと、新AWSサーバーなんですけど、HTTPからHTTPSに変更されるんですよ。
[00:00:12] 報告者: なん で、ちょっとそれが終わったらちょっと関係者にちょっと周知しようかと思ってますので、ちょっとよろしくお願いいしますというところですね。
[00:00:19] 報告者: はい。ま、それが1点と、で、あとは、あの、なんだっけ？
[00:00:23] 報告者: サポートに質問一応投げとけました。あの、例の件。
[00:00:26] 報告者: はい。えっとですね。
[00:00:29] 報告者: えっと、なんだっけ？
[00:00:31] 報告者: 一応バックログに、えっと、貼っといたんですけど。
[00:00:36] 報告者: あとですね、ちょっと言っとかなきゃいけないことがあって、あの、パスの件あったじゃないですか。パスってか、エラーが出る件。
[00:00:41] 辻: ああ、はい、長すぎるとっていうやつですね。
[00:00:44] 報告者: あ、そうそうそうそう。で、それ、あの、
[00:00:46] 報告者: 追加で、その、
[00:00:48] 報告者: パス長すぎんだが、みたい な話ちょっと投げてた気満々でいたんだけど、
[00:00:52] 報告者: でも送信ボタンを押し忘れしたらしくて。
[00:00:55] 報告者: ちょっと昨日、昨日急遽押しましたっていう感じです。
[00:00:58] 報告者: 一応こういう形で投げてときました。あの、例の件は。
[00:01:02] 報告者: 一応3環境やります。で、運用しようと思ってます。
[00:01:05] 報告者: ID被ってんだけど、なんかいい方法あるって話と。
[00:01:08] 報告者: あと標準的な運用方法、なんかあれば教えてくれと。
[00:01:11] 辻: はい、そうですね。
[00:01:13] 報告者: あまり、あまり期待せずに来るかなと。
[00:01:16] 報告者: うーん、というちょっと質問投げてんですけど。
[00:01:19] 報告者: という状況でございます。はい。
[00:01:22] 辻: はい。
[00:01:22] 報告者: で、あとは、ちょっとテスト設計をちょっとサボってた部分があったので、今一生懸命あの、
[00:01:29] 報告者: つい、また着手し始めました。
[00:01:30] 報告者: あのドクターサムライ関係のやつをやてるので、ま、ちょっとそこ
[00:01:33] 報告者: でやってますと、作って。
[00:01:36] 報告者: で、ドクターサムライのやつがですね、結構
[00:01:39] 報告者: あの、これ見えますかね？
[00:01:40] 報告者: 元々のこの
[00:01:42] 報告者: 作り がすごい複雑なんですよ。
[00:01:44] 辻: ああ。はい。
[00:01:45] 報告者: これね。
[00:01:46] 報告者: で、何々が終わったらこう、で、一応それを踏まえた形でフロー作ってるんですけど。
[00:01:52] 報告者: はい。あの、
[00:01:54] 報告者: ちょっと俺がやらかしてねえかっていうのがちょっと非常に不安ではあるんですけど、一応これ
[00:01:58] 報告者: 作ってもらって、もし、
[00:02:00] 報告者: もしかしたら辻さんちょっとこれすみません、確認してってお願いするかもしれないんでよろしくお 願いします。
[00:02:05] 報告者: あの、お願いしますっていう感じ。
[00:02:06] 辻: はい。
[00:02:07] 報告者: あの面倒くさそうなやつちょっと全部辻さんにお願いする気満々ではないんですけど、あのちょっと泣き
[00:02:12] 報告者: が入るかもしれないです。
[00:02:13] 辻: はい。
[00:02:13] 報告者: いう感じでございます。はい。
[00:02:15] 報告者: そんな感じかな。
[00:02:16] 報告者: ちょっと僕からは以上でございますね。はい。
[00:02:19] 辻: はい。
[00:02:19] 報告者: え、辻さんから何かありますかね？
[00:02:21] 辻: そうですね。ちょっと昨日からあの、本番環境の方での確認はちょっとスタート、ちょっとしてみてたんですけど、あの、
[00:02:29] 報告者: そうだそうだ。
[00:02:30] 辻: そうです、あの、トリマス のコピーのところから、ま、ちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは
[00:02:35] 報告者: はい。
[00:02:38] 報告者: これですね。はい。
[00:02:39] 辻: はい、あの、今日あのエラーをポンポンと発生させて、ま、メラー、メールが届いてるかと思いますけど。
[00:02:45] 辻: ここって、えっと、件名のところデブがついてるのはもうOKっていうのがなんかどっかでやり取りが。
[00:02:51] 報告者: もういいです、いいです。
[00:02:51] 辻: 大丈夫ですか？
[00:02:52] 報告者: もうもういいです。あの、あの、いいです、いいです。あの取っぱらおうかと思ったんですけど、もうちょっとあの、
[00:02:56] 報告者: 今更取っ払うと大惨事なんで、あの。
[00:03:00] 報告者: そうです。
[00:03:00] 辻: いろんなところにありそうですね。
[00:03:03] 報告者: そうそうそうそう。最悪、あの全部テスト終わったら、あの装置感っていうですね、希少な手を使おうかというのもあります。
[00:03:10] 報告者: あの、ちょっと、今更言えねえなっていう感じでございます。
[00:03:14] 辻: はい、わかりました。トリマスのところはOKとして、まあ、もうまもなく、えっと、とりあえずは終わりそう なんで、えっと、続けて、まあ、
[00:03:17] 報告者: はい。
[00:03:22] 辻: えっと、新しい、ま、何にするかっていうのは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところからいこうかなと。
[00:03:28] 報告者: そうですね。はい。
[00:03:29] 辻: わかりました。
[00:03:30] 報告者: あ、で、そうそう、これ聞こうと思ったんですけど、あの、簡単にあのトリマスの値がちゃんと変わってるよねっていうのも見といてくださいっていう話をちょっとテスト設計に書いてたんですけど。
[00:03:38] 報告者: あの簡単でいいんで、ちょっと見といていただけると嬉しいかなと思います。
[00:03:42] 報告者: あの名前とか、名前、住所、え、あとあれかな、代表者名とかがちゃんと変わってればOKなんで。
[00:03:48] 報告者: はい。
[00:03:49] 報告者: ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 辻: はい、承知しました。
[00:03:53] 報告者: もう本当そのレベルでいいです。あの、これ、がっつりやる必要全くないです。あの、
[00:03:58] 報告者: 大丈夫です。その脳死で大丈夫です。
[00:04:00] 報告者: そうそう、言おうと思ってて忘れちまいました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:04] 報告者: そうなんすよ。ちょっとね。
[00:04:07] 報告者: ちょっと先サボってます。
[00:04:09] 報告者: 申し訳ないです。はい。
[00:04:11] 報告者: はい。
[00:04:12] 辻: うん。
[00:04:12] 報告者: じゃ、とりあえずは
[00:04:14] 報告者: あれですかね、粛々とやっていただく形で、俺も粛々とこう
[00:04:18] 報告者: あの、テスト設計粛々とやるしかないんで。
[00:04:22] 報告者: 感じでやってます。
[00:04:24] 辻: うん。今のところ運用ベッド作業っていうのは発生してないんで、はい。
[00:04:28] 報告者: そうですね。はい。
[00:04:30] 報告者: そうですね。
[00:04:33] 報告者: で、ちょっと、ままあ並行してその運用設計どうするかという話も考えなきゃいけないんですけど。
[00:04:39] 報告者: うーん、ちょ、ちょっとな、やっぱなん、なんだろうな、
[00:04:43] 報告者: ちょ、ま、ちょっとなんつうだろうな。
[00:04:45] 報告者: JMSSに慣れすぎたっていうのちょっと正直あるんですけど。
[00:04:48] 報告者: ちょっとJMSSとジョブセンターの
[00:04:50] 報告者: そのなんつうんだろうな、仕様がこう
[00:04:54] 報告者: なんだろう。
[00:04:56] 報告者: いけてない、いけてないじゃない、なんつうんだろうな、こう
[04:59:59] 報告者: 痒いところに、痒いとこというか、あの、
[05:02:59] 報告者: JMSSの融通が効いてたところを
[05:06:00] 辻: うーん。
[05:06:60] 報告者: あのジョブセンター全く切り捨てた感が俺ん中で印象あるんですよ。
[05:12:00] 辻: ああ。
[05:13:00] 報告者: なん で、そうですね。
[05:15:00] 報告者: ちょっとそこら辺がちょっと、うーん、
[05:17:00] 報告者: いや、いや、なんつうんだろうな、ちょっとやりづらいっていうのがちょっとあるかなと思うんすよね。
[05:22:00] 報告者: で、あとは、ま、ま、大体繰り返して言ってるんすけど。ま、ちょっと辻さんに言ったかどうか分かんないんすけど。
[05:29:00] 報告者: ジョブセンター殺してえかなっていう
[05:33:00] 報告者: あの、1月以降ですね。あの、ま、僕ら、僕らっていうか、あの、いじってる人たちは、まあまあしょうがねえなと思ってやってはいるんすけど。
[05:42:00] 報告者: うん、ちょっと、なあって、こう
[05:45:00] 報告者: うーん、
[05:46:00] 報告者: ちょっと悩ましいなと思ってます。
[05:48:00] 報告者: あの、
[05:50:00] 報告者: うーん、悩ましいなと思ってます。
[05:53:00] 報告者: もう悩ましいしか言えねえっすというところで。
[05:55:00] 報告者: あとあれだな、辻さんちょっとあれだな、相談したかったことが相談ってわけじゃないんすけど。
[06:02:00] 報告者: あの、なんだろうな。
[06:05:00] 報告者: まあいいか。心にゆとりなんて、ちょっとやっぱ、ちょっとしっくってんすよ、やっぱ俺。
[06:10:00] 報告者: ま、悩ましいよな。ま、いいんだろうけどな、既存のい
[06:14:00] 報告者: やっぱこう、なんつうんだろうな、こう、こういう風にやっぱ、なんだろうな、ジョブセンター継承しちゃって。
[06:20:00] 報告者: この貫通名とかにしてると、この処理が何してるかよく分かんないんですよ。
[06:24:00] 辻: ああ。
[06:25:00] 報告者: ちょっと
[06:26:00] 報告者: なん で、ちょっと、そここら辺いじらしいな、ってちょっとあるんすけど。ま、いいっか。
[06:29:00] 報告者: ま、やぶなしだろうな。
[06:32:00] 報告者: どちらかというと、こっちの方が分かりやすいんすよね。何がって。
[06:34:00] 報告者: で、こっちにしちゃうと、うん、
[06:36:00] 報告者: あ、これも分かりやすいんだけど、これなんだって。
[06:38:00] 辻: うん。
[06:39:00] 報告者: 調べなきゃいけないっていう、ちょっとめんどくささがあるんだけど、ま、いっか。もういっか。
[06:44:00] 辻: パッと見わかんないですね。
[06:46:00] 報告者: わかんないっす。
[06:47:00] 報告者: ちょっとしっくったな。
[06:48:00] 報告者: も、もう手遅れ。もう、やってみて分かるっていうね。
[06:52:00] 報告者: ま、ここもちょっとあれだな、超心にゆとりがあったらちょっと
[06:56:00] 辻: ああ。
[06:57:00] 報告者: 直すか、って話なんですけど、今は超、超心にゆとりが全くないので。
[07:02:00] 辻: ですね。
[07:11:00] 報告者: はい。
[07:12:00] 報告者: 一応あとこれか。ちょっと共有しとくと、こういう形で、あの、
[07:16:00] 報告者: えっと、その何の処理でエラーが出たか、たまに書いてある処理があったりするんですけど。
[07:20:00] 報告者: これちょっとご認識の通り、同じ名前にするとこれ登録できないんで。
[07:24:00] 報告者: 区別するようにやった感じですね。これ。
[07:26:00] 辻: ああ。はいはいはい。
[07:28:00] 報告者: そうなんすよ。
[07:30:00] 報告者: なん で、ちょっとそういうのがちょっと両習性であるのと、ま、それもちょっとな、ていうか、ま、ま、なんだろうな。
[07:36:00] 報告者: なんかあれっすよね。ヘルパーで、ヘルパーって、Excelのヘルパーで
[07:40:00] 報告者: なんか管理してるところにあるとやっぱボックス単位で1位になってた方が分かりやすいんすよね、これね。
[07:46:00] 報告者: 何の処理のあれだろうってのがあったりするんで。
[07:48:00] 報告者: ま、そこもちょっと悩ましいなと思いながら
[07:51:00] 報告者: やってはいるんですけど。ま、多分この異常メールとかメール送信っていうのは多分腐るほどあるんで、多分辻さんが苦労してやつだと思うんですけど。
[07:59:00] 辻: はい。
[07:59:00] 報告者: ま、ちょっとしょうがない。
[08:01:00] 報告者: あとこれも、あ、そっか、言っとくと、これ名前の長さもあったりするんすよ。
[08:05:00] 辻: あ、そうなんすか。
[08:06:00] 報告者: で、かつ、そうなんすよ。
[08:07:00] 報告者: で、かつ、なんかね、あの複合技っていうか。
[08:10:00] 報告者: あの、この名前の長さ以外に。
[08:14:00] 報告者: なんか処理として登録する時の名前の長さが上限があるらしくて。
[08:18:00] 報告者: ああ。
[08:19:00] 報告者: ちょっとよく分かんないんすけどね。
[08:20:00] 報告者: だから下手な長いのにやると、長くて、こう
[08:23:00] 報告者: なんていうか、深い処理。
[08:26:00] 報告者: 要はどんどん掘ってく処理とかにしとくと、
[08:28:00] 報告者: あの、長すぎるって怒られるんですよ。
[08:31:00] 辻: なるほど。
[08:32:00] 報告者: そうなんすよ。そういう仕様も入ってるっていうね。
[08:35:00] 報告者: こう
[08:36:00] 報告者: ちょっとね、いじらしいんすよね。
[08:38:00] 報告者: だから、内部的に多分持ってんだと思うんですけど、その
[08:42:00] 報告者: その多分上から多分足してくんすよね、このピピピって。
[08:46:00] 報告者: 足した時に、多分桁数超えるんで。
[08:49:00] 報告者: あの、キャパオーバーです、みたいな感じなんだと思うんですけど。
[08:53:00] 報告者: ま、そういうのもちょっと前ちょっと課題として上がってて、多分この
[08:58:00] 報告者: なんだけ、バックログ書いた記憶はあるんですけどね。
[09:02:00] 報告者: ま、そういう状況でございます。ま、ちょっと、あの、余談でしたっていう感じですね。はい。
[09:07:00] 報告者: 終わりました。
[09:08:00] 報告者: じゃ、ちょっと申し訳ないですけど、辻さん、とりあえずは粛々とテストをよろしくお願いいたしますと。
[09:13:00] 報告者: で、俺も粛々とあのテスト設計頑張りますっていう感じなので。
[09:17:00] 辻: はい。
[09:18:00] 報告者: はい。じゃ、ちょっと早いっすけど以上で終わろうかと思いますので、はい、じゃ、すみません、引き続きよろしくお願いいたします。
[09:24:00] 報告者: じゃ、お疲れ様でした。
[09:25:00] 辻: ありがとうございました。
[09:26:00] 報告者: はい。
[09:27:00] 辻: 失礼します。
[09:27:00] 報告者: ありがとうございます。失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 11:01:50
生成システム: Meeting Minutes BYC v1.0.0
